,date,S199,S200,S332B,S332BN,S332C,S332D,S332DX1,S12A,S12B,S12C,S12D,S333,S333N,S334,S343A,S343B,S344,S356,S18C_S,S12A_T,S12C_T,S12D_T,S12B_T,S333_T,S334_H,NESRS1,NESRS2,NP205_rain,NP205_stage,P33_rain,P33_stage,NP205_PET,P33_PET,G620_water_level,SWEVER4_stage,TSH_stage,NP62_stage
713,9/29/2022,226.45,300.8,400.02,123.55,564.24,541.85,0,230,219,655,850,0,0,0,0,0,0,0,279,9.54,9.55,9.64,9.55,7.54,8.63,8.47,8.49,0.02,6.958,0.01,7.454,3.38,3.38,5.95,3.07,3.25,4.14
714,9/30/2022,225.48,299.02,446.66,108.21,608.51,496.32,0,252,234,677,893,0,0,0,0,0,0,0.19,277,9.6,9.6,9.7,9.61,8.47,8.51,8.38,8.4,0,6.953,0,7.419,5.01,5.01,5.97,3.08,3.27,4.14
715,10/1/2022,224.93,298.33,486.79,137.4,615.43,514.61,0,264,241,683,897,97.16,106.17,0,0,0,0,359.38,275,9.62,9.63,9.72,9.63,8.48,8.43,8.33,8.33,0,6.937,0,7.403,3.81,3.81,6,3.02,3.22,4.14
716,10/2/2022,224.86,298.16,457.7,125.99,507.39,413.16,0,268,242,678,872,282.84,308.23,0,0,0,0,534.11,273,9.62,9.62,9.69,9.63,8.47,8.48,8.28,8.3,0,6.911,0,7.392,3.48,3.48,6,2.97,3.17,4.13
717,10/3/2022,224.59,298.36,393.32,135,446.11,461.36,0,274,243,678,879,251.76,234.56,0,0,0,0,533.13,271,9.62,9.63,9.71,9.63,7.56,8.45,8.25,8.29,0,6.88,0,7.378,4.78,4.78,6,2.92,3.13,4.1
718,10/4/2022,224.03,298.31,215.98,138.91,409.67,542.31,0,276,245,676,874,320.13,302.65,0,0,0,110.5,527.2,269,9.63,9.63,9.71,9.64,8.48,8.46,8.23,8.26,0,6.855,0,7.365,4.84,4.84,6,2.87,3.09,4.07
719,10/5/2022,223.59,298.49,132.66,76.15,380.44,552.3,0,279,246,676,874,338.62,322.38,0,0,0,174.12,530.5,267,9.63,9.64,9.72,9.64,8.46,8.45,8.21,8.24,0,6.828,0,7.351,4.35,4.35,5.99,2.83,3.06,4.05
720,10/6/2022,223.7,243.93,176.55,87.3,264.25,556.1,0,280,247,675,868,382,364.13,0,0,0,169.6,527.29,265,9.64,9.65,9.73,9.65,8.47,8.46,8.19,8.23,0,6.808,0,7.34,4.84,4.84,5.99,2.8,3.03,4.01
721,10/7/2022,223.64,222.5,220.44,113.58,191.58,555.85,0,283,250,677,874,373.31,363.59,0,0,0,165.08,527.26,263,9.65,9.66,9.74,9.66,7.68,8.45,8.18,8.22,0,6.778,0,7.329,4.9,4.9,5.98,2.78,3,3.98
722,10/8/2022,166.43,253.18,264.33,264.32,0,559.8,0,289,255,683,887,367.53,353.74,0,0,0,160.55,524.71,261,9.66,9.68,9.77,9.67,8.48,8.45,8.16,8.21,0.1,6.762,0.07,7.32,2.54,2.54,5.98,2.77,2.98,3.95
723,10/9/2022,209.68,238.2,263.95,263.95,53.36,474.64,0,311,272,707,929,244.41,229.28,0,0,0,156.03,526.78,259,9.73,9.74,9.84,9.7,8.47,8.43,8.17,8.21,0.18,6.77,0.95,7.355,2.3,2.3,6.03,2.79,2.99,3.94
724,10/10/2022,223.21,225.71,263.82,263.82,75.2,486.26,0,331,287,728,953,287.71,288.22,0,0,0,151.51,523.22,257,9.78,9.79,9.88,9.79,8.47,8.44,8.18,8.25,0,6.776,0,7.367,3.79,3.79,6.03,2.85,3.01,3.94
725,10/11/2022,208.66,222.45,202.59,202.37,0,549.63,0,332,287,724,941,369.11,359.19,0,0,0,146.99,453.14,255,9.78,9.79,9.88,9.79,7.68,8.44,8.18,8.23,0,6.772,0,7.353,3.83,3.83,6.02,2.82,2.99,3.92
726,10/12/2022,170.08,222.73,129.9,129.43,0,542.59,0,334,289,722,937,377.21,365.67,0,0,0,145.11,530.62,253,9.79,9.79,9.88,9.79,8.49,8.44,8.17,8.22,0,6.769,0,7.342,3.55,3.55,6.02,2.8,2.97,3.91
727,10/13/2022,220.37,222.45,187.55,187.28,51.26,560.72,0,347,299,739,963,354.19,347.42,0,0,0,143.23,468.83,251,9.82,9.84,9.93,9.8,8.47,8.47,8.17,8.21,1.83,6.821,0.39,7.349,1.64,1.64,6.03,2.82,2.98,3.94
728,10/14/2022,224.08,222.83,264.48,264.47,114.67,555.2,0,374,320,773,1020,271.07,262.46,0,0,0,141.35,472.76,249,9.89,9.91,10.01,9.9,8.48,8.46,8.26,8.28,0,6.929,0.02,7.4,3.2,3.2,6.17,2.9,3.06,4.05
729,10/15/2022,224.07,248.45,265.3,264.02,87.92,560.1,0,381,325,780,1030,237.35,223.79,0,0,0,139.47,527.57,247,9.91,9.93,10.03,9.92,7.69,8.43,8.24,8.26,0.01,6.944,0,7.411,3.78,3.78,6.15,2.88,3.08,4.08
730,10/16/2022,224.15,236.68,263.49,263.49,92.44,560.67,0,388,329,783,1020,272.61,259.88,0,0,0,137.59,529.9,245,9.92,9.94,10.04,9.93,8.49,8.42,8.23,8.23,0.02,6.95,0,7.411,3.5,3.5,6.15,2.88,3.06,4.07
731,10/17/2022,222.99,222.63,231.5,231.4,0.35,555.63,0,390,330,780,1010,325.11,318.66,0,0,0,135.71,526.33,243,9.93,9.94,10.03,9.94,8.47,8.43,8.22,8.22,0,6.95,0.04,7.407,3.7,3.7,6.14,2.86,3.04,4.06
732,10/18/2022,215.17,225.55,133.85,132.54,0,560.83,0,390,331,779,1000,399.74,351.88,0,0,0,133.83,505.05,241,9.93,9.95,10.03,9.94,8.48,8.46,8.22,8.22,0.11,6.954,0.14,7.423,2.37,2.37,6.14,2.84,3.02,4.03
733,10/19/2022,150.87,222.97,168.97,168.66,3.14,531.65,0,410,268,806,1050,265.75,276.6,0,0,0,132.51,520.61,239,9.97,10,10.1,9.81,7.69,8.46,8.23,8.23,1.02,7.018,0.08,7.421,0.67,0.67,6.17,2.83,3,4
734,10/20/2022,158.22,222.99,105.62,105.3,1.68,558.54,0,428,217,825,1070,341.33,354.66,0,0,0,132.35,515.41,237,10.02,10.04,10.13,9.81,8.49,8.47,8.22,8.22,0,7.042,0,7.416,3.35,3.35,6.19,2.8,2.97,3.97
735,10/21/2022,150.77,223.04,29.45,29.34,0,562.32,0,431,219,825,1060,418.47,379,0,0,0,132.35,531.56,235,10.02,10.05,10.13,9.81,8.48,8.48,8.2,8.21,0,7.037,0,7.411,3.23,3.23,6.18,2.78,2.95,3.94
736,10/22/2022,150.61,222.99,22.04,21.96,0,528.8,0,432,220,821,1050,343.23,341.47,0,0,0,132.35,526.93,233,10.02,10.05,10.13,9.81,8.46,8.45,8.2,8.2,0,7.028,0,7.405,4.43,4.43,6.18,2.76,2.93,3.91
737,10/23/2022,150.41,222.84,0,0,0,517.64,0,431,217,809,1020,372.77,368.34,0,0,0,132.35,531.47,231,10.02,10.03,10.11,9.81,7.68,8.45,8.19,8.2,0,7.019,0,7.405,4.37,4.37,6.18,2.74,2.91,3.9
738,10/24/2022,150.26,222.65,0,0,0,507.83,0,430,216,801,1010,360.74,364.1,0,0,0,132.35,520.75,212,10.02,10.03,10.1,9.81,8.49,8.44,8.19,8.2,0,7.009,0,7.405,4.15,4.15,6.17,2.72,2.89,3.87
739,10/25/2022,150.34,197.8,0,0,0,436.88,0,426,217,790,986,446.46,437.2,0,0,0,132.35,469.41,187,10.01,10.02,10.08,9.8,8.47,8.46,8.19,8.19,0,7,0,7.405,4.37,4.37,6.16,2.71,2.87,3.85
740,10/26/2022,151.45,165.56,0,0,0,434.55,0,421,212,780,970,428.73,411.46,0,0,0,132.35,523.51,187,10,10.01,10.07,9.8,8.48,8.46,8.18,8.19,0,6.996,0,7.403,4.06,4.06,6.16,2.7,2.86,3.83
741,10/27/2022,150.53,163.05,0,0,0,439.37,0,418,210,775,961,444.28,419.03,0,0,0,132.35,531.54,177,9.99,10,10.06,9.8,7.68,8.47,8.18,8.19,0,6.987,0,7.4,4.19,4.19,6.15,2.68,2.84,3.79
742,10/28/2022,150.58,150.02,0,0,0,428.13,0,417,210,774,960,383.87,363.86,0,0,0,132.35,531.35,181,9.99,9.99,10.06,9.79,8.48,8.45,8.18,8.19,0,6.982,0,7.398,4.22,4.22,6.14,2.67,2.83,3.75
743,10/29/2022,150.52,149.99,0,0,0,368.83,0,416,210,774,958,385.67,372.82,0,0,0,132.35,531.42,171,9.98,9.99,10.06,9.79,8.47,8.44,8.18,8.19,0,6.978,0,7.394,4.13,4.13,6.14,2.65,2.81,3.73
744,10/30/2022,150.44,149.94,0,0,0,370.46,0,413,209,770,943,430.86,407.39,0,0,0,132.35,531.46,171,9.98,9.99,10.04,9.79,8.47,8.45,8.18,8.19,0,6.974,0,7.387,4.19,4.19,6.13,2.65,2.8,3.71
745,10/31/2022,150.43,149.97,0,0,0,360.53,0,408,205,760,927,461.74,434.83,0,0,0,132.35,521.76,153,9.97,9.97,10.02,9.78,7.77,8.46,8.17,8.19,0,6.969,0,7.385,3.46,3.46,6.13,2.69,2.8,3.71
746,11/1/2022,150.47,149.93,0,0,0,373.76,0,153,92,765,919,463.59,435.74,0,0,0,132.35,449.6,110,9.2,9.97,10.01,9.4,8.49,8.45,8.17,8.19,0,6.97,0,7.38,3.18,3.18,6.12,2.67,2.79,3.69
747,11/2/2022,150.43,149.88,5.32,5.3,0,368.21,0,0,0,786,930,436.3,413.55,0,0,0,132.52,520.03,52.5,8.51,10.01,10.03,9.01,8.47,8.45,8.17,8.19,0,6.97,0,7.378,2.99,2.99,6.12,2.66,2.78,3.68
748,11/3/2022,150.41,149.85,0,0,0,347.67,0,0,0,792,934,405.21,479.33,0,0,0,134.09,523.99,58.6,8.47,10.02,10.04,8.99,8.47,8.45,8.17,8.19,0,6.96,0,7.37,3.83,3.83,6.1,2.65,2.77,3.66
749,11/4/2022,135.58,149.92,0,0,0,315.16,0,0,0,794,934,493.81,460.61,0,0,0,135.9,482.03,156,8.45,10.02,10.04,8.97,7.78,8.45,8.16,8.18,0,6.951,0,7.363,3.79,3.79,6.08,2.63,2.75,3.64
750,11/5/2022,129.66,149.9,0,0,0,319.18,0,0,0,787,922,546.16,446.13,0,0,0,137.71,512.36,119,8.43,10.01,10.03,8.97,8.47,8.47,8.16,8.18,0,6.925,0,7.357,3.27,3.27,6.07,2.62,2.74,3.63
751,11/6/2022,121.93,149.94,0,0,0,317.97,0,0,0,795,931,407.09,367.31,0,0,0,139.51,527.1,132,8.43,10.02,10.04,8.97,8.47,8.45,8.16,8.19,0,6.897,0.04,7.354,2.9,2.9,6.06,2.61,2.73,3.62
752,11/7/2022,112.32,150.01,0,0,0.11,316.04,0,0,0,808,945,427.73,375.45,0,0,0,141.31,478.98,122,8.42,10.04,10.06,8.97,8.48,8.44,8.17,8.19,0,6.865,0.03,7.347,3.7,3.7,6.05,2.6,2.72,3.6
753,11/8/2022,137.84,149.92,0,0,0,317.18,0,0,0,808,944,403.97,373.35,0,0,0,61.61,521.59,137,8.46,10.04,10.06,8.97,7.79,8.44,8.17,8.19,0,6.829,0.13,7.343,3.35,3.35,6.05,2.59,2.7,3.59
754,11/9/2022,116.26,149.98,0.2,0.2,0,318.29,0,0,0,823,964,394.01,360.65,0,0,0,0,504.39,193,8.41,10.06,10.09,8.97,8.47,8.49,8.17,8.19,0.36,6.808,0.16,7.35,1.55,1.55,6.04,2.58,2.69,3.57
755,11/10/2022,112.61,150.1,0,0,0,317.11,0,0,0,808,944,410.26,397.43,0,0,0,74.38,531.4,87.4,8.41,10.04,10.06,8.99,8.48,8.48,8.18,8.21,0,6.802,0,7.355,2.93,2.93,6.05,2.58,2.68,3.56
756,11/11/2022,104.35,150.18,0,0,0,317.33,0,0,0,791,912,441.65,411.76,0,0,0,183.09,527.1,85.5,8.4,10.01,10.02,8.98,8.48,8.48,8.18,8.21,0.01,6.776,0,7.353,3.27,3.27,6.04,2.57,2.66,3.56
757,11/12/2022,112.83,150.12,0,0,0,345.61,0,0,0,789,905,418.91,398.89,0,0,0,178.57,531.32,123,8.4,10,10.02,8.98,7.85,8.49,8.18,8.21,0.01,6.757,0.29,7.362,3.2,3.2,6.05,2.55,2.65,3.55
758,11/13/2022,118.13,150.06,0,0,0,441.2,0,0,0,794,912,363.25,354.17,0,0,0,174.04,531.84,96.9,8.4,10.01,10.03,8.98,8.47,8.5,8.26,8.29,0,6.736,0,7.399,3.57,3.57,6.05,2.54,2.64,3.54
759,11/14/2022,115.53,150.06,0,0,0,449.5,0,0,0,797,914,324.82,313.19,0,0,0,169.52,512.54,83.5,8.49,10.01,10.03,8.97,8.48,8.47,8.25,8.27,0,6.723,0,7.399,3.05,3.05,6.04,2.54,2.63,3.54
760,11/15/2022,122.16,150.03,0,0,0,440.74,0,0,0,793,908,277.09,282.11,0,0,0,164.99,531.34,90.1,8.48,10.01,10.03,8.97,8.48,8.46,8.24,8.25,0,6.705,0,7.394,3.63,3.63,6.04,2.53,2.62,3.53
761,11/16/2022,101.62,150.12,0,0,0,431.93,0,0,0,799,914,266.88,254.32,0,0,0,160.94,530.51,114,8.39,10.01,10.04,8.98,7.82,8.42,8.23,8.23,0,6.695,0,7.387,3.51,3.51,6.03,2.52,2.61,3.52
762,11/17/2022,116.63,150.09,0,0,0,426.44,0,0,0,793,904,339.24,323.08,0,0,0,160.28,519.95,122,8.44,10,10.03,8.97,8.47,8.43,8.21,8.22,0,6.677,0,7.38,2.17,2.17,6.03,2.51,2.6,3.5
763,11/18/2022,116.23,150.08,0,0,0,423.26,0,0,0,794,901,342.1,324.8,0,0,0,159.57,482.64,113,8.38,10,10.02,8.96,8.48,8.41,8.19,8.2,0,6.663,0,7.367,3.42,3.42,6.02,2.5,2.58,3.49
764,11/19/2022,115.29,150.13,0,0,0,375.03,0,0,0,788,892,351.59,335.2,0,0,0,155.67,531.14,98.1,8.37,9.99,10.01,8.96,8.47,8.41,8.18,8.2,0,6.644,0,7.359,2.09,2.09,6.01,2.49,2.57,3.48
765,11/20/2022,136.76,150.13,129.78,129.23,81.39,422.72,0,0,0,819,939,144.55,152.45,0,0,0,151.38,531.34,110,8.39,10.04,10.08,8.99,7.82,8.43,8.22,8.22,0.13,6.633,0.29,7.369,1.27,1.27,6.03,2.51,2.58,3.47
766,11/21/2022,151.6,193.12,267.04,266.82,138,442.01,0,0,0,856,989,43.66,47.34,0,0,0,147.09,511.89,161,8.51,10.11,10.15,9.01,8.48,8.43,8.25,8.34,0.16,6.64,0.07,7.386,0.97,0.97,6.06,2.66,2.64,3.45
767,11/22/2022,150.73,223.24,265.31,265.55,138.28,431.12,0,0,0,870,1010,50.36,52.15,0,0,0,143.59,522.73,197,8.49,10.13,10.17,9.02,8.46,8.41,8.26,8.3,0.01,6.65,0,7.399,2.34,2.34,6.07,2.67,2.66,3.45
768,11/23/2022,150.73,223.3,265.76,265.45,138.13,442.22,0,0,0,861,981,176.41,166.57,0,0,0,144.23,526.24,164,8.4,10.11,10.14,9.02,8.48,8.41,8.25,8.26,0,6.659,0,7.404,3.31,3.31,6.08,2.64,2.64,3.45
769,11/24/2022,150.65,223.26,267.4,267.1,98.87,442.11,0,0,0,850,957,226.32,214.63,0,0,0,145.48,531.93,172,8.39,10.09,10.11,9.02,7.87,8.41,8.24,8.24,0,6.666,0,7.405,2.65,2.65,6.09,2.62,2.63,3.46
770,11/25/2022,150.6,208.64,263.14,262.82,0,442.67,0,0,0,841,942,247.85,236.5,0,0,0,146.72,530.47,167,8.39,10.07,10.09,9.02,8.47,8.41,8.23,8.23,0,6.67,0,7.409,3.25,3.25,6.09,2.6,2.61,3.47
771,11/26/2022,150.7,180.22,257.56,257.19,0,441.74,0,0,0,827,919,317.43,321.51,0,0,0,147.96,499.54,179,8.38,10.05,10.07,9.01,8.48,8.42,8.22,8.22,0,6.678,0,7.407,3.12,3.12,6.08,2.59,2.6,3.47
772,11/27/2022,150.62,167.45,257.99,257.65,0,439.72,0,0,0,814,904,303.95,291.95,0,0,0,149.2,528.8,149,8.37,10.03,10.05,9.01,8.47,8.42,8.21,8.21,0.01,6.68,0,7.405,3.31,3.31,6.08,2.57,2.59,3.46
773,11/28/2022,150.6,162.72,179.5,179.07,0,441.3,0,0,0,811,893,318.12,304.56,0,0,0,150.44,520.95,156,8.37,10.02,10.03,9,7.9,8.42,8.2,8.21,0.02,6.68,0,7.4,2.69,2.69,6.07,2.56,2.57,3.46
774,11/29/2022,150.59,150.18,130.42,129.91,0,439.78,0,0,0,803,884,317.24,303.48,0,0,0,151.68,523.74,159,8.36,10.01,10.02,8.99,8.49,8.4,8.19,8.2,0,6.68,0,7.393,3.4,3.4,6.06,2.55,2.56,3.45
775,11/30/2022,150.51,150.06,173.57,173.05,0,441.54,0,0,0,792,870,324.26,310.17,0,0,0,152.44,518.72,139,8.36,9.99,10.01,8.99,8.47,8.41,8.19,8.2,1.12,6.702,0.84,7.411,2.67,2.67,6.05,2.54,2.59,3.45
776,12/1/2022,150.49,150.03,134.57,134.05,0.35,442.4,0,0,0,790,876,251.33,230,0,0,0,151.07,521.7,151,8.36,9.99,10.01,8.98,8.48,8.4,8.2,8.21,0.01,6.774,0,7.465,2.45,2.45,6.1,2.55,2.66,3.44
777,12/2/2022,150.55,150.02,130.56,130.16,0,440.87,0,0,0,777,866,253.71,244.89,0,0,0,149.37,521.26,139,8.35,9.98,10,8.98,7.9,8.37,8.2,8.2,0,6.761,0,7.432,3.44,3.44,6.07,2.57,2.64,3.43
778,12/3/2022,150.42,149.95,131.11,130.6,0,432.07,0,0,0,757,847,335.06,317.9,0,0,0,147.66,520.9,153,8.35,9.96,9.97,8.98,8.48,8.39,8.18,8.18,0,6.732,0,7.408,3.29,3.29,6.05,2.56,2.62,3.43
779,12/4/2022,150.38,149.94,130.6,130.04,0,439.06,0,0,0,743,839,313.04,335.38,0,0,0,145.94,520.72,162,8.34,9.94,9.96,8.98,8.47,8.39,8.17,8.17,0,6.708,0,7.39,3.2,3.2,6.04,2.55,2.6,3.43
780,12/5/2022,138.12,149.97,129.15,128.75,0,440.54,0,0,0,728,823,378.47,373.44,0,0,0,144.23,519.73,168,8.34,9.92,9.94,8.97,8.49,8.4,8.16,8.17,0,6.69,0,7.378,3.2,3.2,6.03,2.54,2.58,3.43
781,12/6/2022,137.24,150.02,31.84,31.71,0,431.44,0,0,0,714,810,398.32,381.25,0,0,0,142.52,464.49,152,8.34,9.9,9.92,8.97,7.92,8.4,8.15,8.16,0,6.674,0,7.365,3.23,3.23,6.02,2.53,2.57,3.43
782,12/7/2022,129.11,150.1,0,0,0,437.62,0,0,0,703,796,381.37,358.37,0,0,0,140.81,514.32,144,8.33,9.89,9.9,8.96,8.47,8.4,8.15,8.16,0,6.66,0,7.357,3.33,3.33,6.01,2.52,2.55,3.44
783,12/8/2022,128.12,150.13,87.53,87.2,0,358.71,0,0,0,693,790,350.44,350.27,0,0,0,139.1,510.5,147,8.39,9.88,9.89,8.95,8.47,8.39,8.15,8.16,0.01,6.646,0,7.347,3.14,3.14,6,2.52,2.54,3.44
784,12/9/2022,139.2,149.98,131.03,130.53,0,318.85,0,0,0,678,776,411.72,414.55,0,0,0,137.38,513.81,141,8.34,9.85,9.87,8.95,8.47,8.41,8.14,8.15,0,6.636,0,7.339,3.07,3.07,5.99,2.51,2.53,3.44
785,12/10/2022,104.36,150.17,131.74,131.23,0,315.17,0,0,0,663,760,433.65,420.16,0,0,0,135.67,526.08,145,8.32,9.83,9.84,8.94,7.91,8.42,8.14,8.15,0,6.625,0,7.331,3.29,3.29,5.98,2.5,2.52,3.44
786,12/11/2022,115.38,150.11,131.62,131.11,0,317.19,0,0,0,654,752,384.35,377.76,0,0,0,133.96,524.66,143,8.32,9.82,9.83,8.94,8.47,8.41,8.13,8.15,0.01,6.618,0,7.323,2.92,2.92,5.97,2.49,2.51,3.44
787,12/12/2022,114.08,150.18,130.98,130.65,0,317.82,0,0,0,640,740,417.84,407.94,0,0,0,64.52,522.47,141,8.32,9.8,9.81,8.93,8.47,8.41,8.13,8.15,0,6.61,0,7.317,2.9,2.9,5.96,2.49,2.5,3.44
788,12/13/2022,103.12,150.05,130.98,130.24,1.53,317.37,0,0,0,627,725,436.75,425.2,0,0,0,0,525.97,157,8.32,9.78,9.79,8.92,8.47,8.41,8.12,8.15,0,6.607,0,7.308,3.21,3.21,5.95,2.48,2.49,3.44
789,12/14/2022,105.85,150.09,65.46,65.64,0,380.43,0,0,0,615,714,395.07,383.19,0,0,0,0,525.21,116,8.31,9.76,9.77,8.92,7.9,8.39,8.12,8.15,0.01,6.598,0,7.302,2.84,2.84,5.94,2.47,2.48,3.44
790,12/15/2022,111.86,149.92,0,0,0,443.07,0.01,0,0,601,700,355.55,345.01,0,0,0,0,509.84,89.2,8.32,9.74,9.75,8.91,8.48,8.38,8.12,8.14,0,6.59,0,7.294,2.77,2.77,5.93,2.46,2.47,3.44
791,12/16/2022,125.79,150.11,0,0,0,442.02,0,0,0,606,717,304.45,294.12,0,0,0,0,522.54,137,8.36,9.76,9.78,8.91,8.48,8.4,8.19,8.17,0.65,6.633,0.13,7.362,1.66,1.66,6.03,2.47,2.5,3.44
792,12/17/2022,138.17,150.03,0,0,0,441.67,0,0,0,612,736,177.8,170.66,0,0,0,0,526.28,147,8.35,9.78,9.8,8.91,8.48,8.35,8.18,8.17,0.04,6.652,0,7.383,1.68,1.68,6.02,2.48,2.51,3.44
793,12/18/2022,127.05,150.2,73.67,73.42,0,375.11,0,0,0,632,778,31.35,29.49,0,0,0,0,522.91,135,8.38,9.84,9.87,8.94,7.88,8.32,8.19,8.18,0.02,6.66,0,7.384,2.39,2.39,6.02,2.48,2.51,3.44
794,12/19/2022,116.79,150.14,32.71,32.59,17.32,389.28,0,0,0,634,789,0,0,0,0,0,0,526.02,141,8.38,9.85,9.89,8.94,8.47,8.25,8.17,8.16,0,6.66,0,7.374,3.21,3.21,6,2.47,2.5,3.45
795,12/20/2022,140.01,150.11,0,0,0,433.74,0,0,0,630,787,0,0,0,0,0,0,515.23,137,8.41,9.84,9.88,8.94,8.49,8.21,8.15,8.12,0.27,6.661,0,7.363,2.17,2.17,5.99,2.48,2.49,3.45
796,12/21/2022,132.17,149.17,0,0,0,441.04,0,0,0,630,785,82.62,78.91,0,0,0,0,499.05,153,8.38,9.85,9.87,8.95,8.47,8.22,8.14,8.1,0,6.673,0,7.362,2.45,2.45,5.99,2.49,2.5,3.48
797,12/22/2022,121.5,150.15,0,0,0,440.64,0,0,0,619,771,125.53,123.49,0,0,0,0,523.9,131,8.36,9.82,9.84,8.95,7.88,8.23,8.11,8.08,0,6.68,0,7.356,2.77,2.77,5.98,2.49,2.49,3.48
798,12/23/2022,136.29,150.12,0,0,0,439.58,0,0,0,633,796,51.08,51.11,0,0,0,0,523.97,171,8.38,9.85,9.87,8.96,8.48,8.24,8.11,8.1,0.15,6.683,0,7.353,2.49,2.49,5.98,2.48,2.49,3.48
799,12/24/2022,150.44,149.93,44.41,44.24,22.25,434.8,0,0,0,638,803,206.28,196.07,0,0,0,0,237.24,207,8.38,9.86,9.88,8.95,8.47,8.24,8.09,8.08,0,6.68,0,7.338,0.92,0.92,5.97,2.48,2.48,3.46
800,12/25/2022,131.1,150,285.41,197.39,141.64,408.77,0,0,0,618,773,341.43,325.43,0,0,0,0,0,180,8.37,9.82,9.83,8.94,8.49,8.23,8.07,8.05,0.07,6.67,0,7.319,0.73,0.73,5.96,2.46,2.46,3.49
801,12/26/2022,117.62,150.31,256.9466667,136.96,96.05,392.38,0,0,0,610,765,331.14,311.66,0,0,0,0,287.71,159,8.37,9.8,9.81,8.94,7.87,8.24,8.06,8.02,0.3,6.673,0,7.313,0.43,0.43,5.96,2.46,2.45,3.48
802,12/27/2022,150.58,150.21,228.4833333,253.27,98.05,425.89,0,0,0,627,799,155.39,156.18,0,0,0,0,466.04,163,8.4,9.84,9.86,8.96,8.47,8.24,8.09,8.05,0.2,6.705,0,7.344,2.26,2.26,5.99,2.49,2.48,3.49
803,12/28/2022,130.53,150.33,200.02,199.23,45.31,360.87,0,0,0,471,806,104.22,111.45,0,0,0,0,525.1,165,8.38,9.68,9.86,8.95,8.48,8.2,8.07,8.05,0,6.706,0,7.338,3.46,3.46,5.99,2.49,2.48,3.49
804,12/29/2022,115.28,149.79,257.11,256.09,137.55,192.85,0,0,0,327,814,118.31,124.02,0,0,0,0,524.85,158,8.37,9.44,9.87,8.92,8.47,8.18,8.06,8.03,0,6.7,0,7.332,3.23,3.23,5.99,2.49,2.47,3.49
805,12/30/2022,103.95,150.43,244.61,243.68,137.48,193.33,0,0,0,334,807,154.54,141.6,0,0,0,0,524.77,152,8.36,9.4,9.85,8.89,7.94,8.19,8.05,8.02,0,6.7,0,7.327,2.88,2.88,5.98,2.49,2.47,3.49
806,12/31/2022,92.03,150.43,261.93,260.94,137.45,188.77,0,0,0,333,791,204.31,195.39,0,0,0,0,524.7,119,8.35,9.38,9.82,8.86,8.49,8.2,8.04,8.01,0,6.7,0,7.322,3.03,3.03,5.97,2.48,2.46,3.49
807,1/1/2023,76.21,150.52,175.7,175.04,70.32,191.9,0,0,0,333,779,241.84,230.86,0,0,0,0,524.86,148,8.35,9.36,9.8,8.85,8.49,8.22,8.03,8,0.01,6.692,0,7.315,3.08,3.08,5.96,2.47,2.46,3.49
808,1/2/2023,76.13,150.27,194.11,193.37,136.68,191.12,0,0,0,333,771,221.44,212.6,0,0,0,0,525.21,125,8.34,9.34,9.78,8.83,8.47,8.21,8.02,8,0,6.686,0,7.303,2.75,2.75,5.95,2.47,2.45,3.49
809,1/3/2023,76.06,150.1,206.52,205.77,116.36,194.02,0,0,0,331,764,203.95,197.98,0,0,0,0,522.16,23.7,8.33,9.32,9.77,8.82,7.9,8.19,8.01,8,0,6.676,0,7.29,2.75,2.75,5.93,2.46,2.44,3.49
810,1/4/2023,76.02,149.98,209.39,208.66,65.02,192.86,0,0,0,327,749,239.37,230.08,0,0,0,0,525,35.4,8.32,9.31,9.74,8.8,8.48,8.2,8,7.99,0.01,6.665,0,7.275,3.31,3.31,5.91,2.45,2.44,3.49
811,1/5/2023,75.98,149.9,227.9033333,261.79,0.59,192.62,0,0,0,325,738,280.55,266.88,0,0,0,0,525.01,44.3,8.32,9.29,9.72,8.79,8.48,8.22,7.99,7.98,0,6.658,0,7.261,3.12,3.12,5.89,2.44,2.43,3.49
812,1/6/2023,75.95,149.82,246.4166667,263.3,0,192.54,0,0,0,326,732,280.77,266.27,0,0,0,0,524.94,85.4,8.3,9.28,9.7,8.77,8.47,8.22,7.98,7.98,0,6.64,0,7.244,3.21,3.21,5.87,2.43,2.42,3.49
813,1/7/2023,68.8,149.76,264.93,265.03,0,192.43,0,0,0,323,720,307.88,293.51,0,0,0,0,524.93,85.3,8.29,9.26,9.68,8.76,7.83,8.22,7.97,7.98,0,6.623,0,7.224,3.61,3.61,5.85,2.42,2.4,3.49
814,1/8/2023,65.67,149.73,244.8,244.16,0,192.01,0,0,0,318,707,318.59,305.01,0,0,0,0,524.85,98.4,8.29,9.25,9.65,8.76,8.47,8.22,7.96,7.98,0,6.606,0,7.209,3.35,3.35,5.83,2.41,2.39,3.49
815,1/9/2023,61.49,149.74,236.36,235.74,16.16,163.56,0,0,0,317,703,318.24,303.8,0,0,0,0,524.97,80.8,8.28,9.23,9.64,8.75,8.49,8.23,7.95,7.97,0,6.59,0,7.199,3.53,3.53,5.82,2.4,2.39,3.49
816,1/10/2023,51.73,149.75,220.36,219.81,0,192.72,0,0,0,314,692,317.1,302.57,0,0,0,0,524.95,54.9,8.27,9.22,9.61,8.74,8.46,8.23,7.95,7.97,0.01,6.574,0,7.185,3.48,3.48,5.81,2.39,2.38,3.47
